target,intercept,X1,X2,X3,X4
1.0,1.0,0.3097657,0.4657993,-1.1936123,0.93970734
0.0,1.0,-2.2363915,-0.16059431,0.65300965,0.75584215
1.0,1.0,-0.5740851,1.7627337,1.663854,-1.2838804
0.0,1.0,0.7515517,-1.5938625,-0.23478946,0.0906476
0.0,1.0,-1.2336287,0.3072936,1.1950787,0.3580867
0.0,1.0,-1.0346135,0.45244256,0.063284464,-0.41055924
1.0,1.0,0.5130925,-1.3105186,-1.9277031,1.8505615
1.0,1.0,-1.74557,1.2172148,-1.0441048,0.55271244
0.0,1.0,-1.5733067,-1.6127405,-0.7809736,-0.022661
0.0,1.0,0.02452465,-0.43062857,0.31120622,-1.6880077
0.0,1.0,0.9141962,-0.77879804,-1.1824762,0.49876052
0.0,1.0,-1.0800498,0.68825614,0.35188058,-1.340897
0.0,1.0,0.70019335,-0.011509992,-0.6095859,-1.2939249
0.0,1.0,-1.3238549,-0.87840474,-1.3634262,-0.8981301
0.0,1.0,-0.8595888,0.89134675,-0.015885886,-0.45692953
0.0,1.0,-1.8108735,-1.0912077,2.272999,0.7903996
0.0,1.0,0.16803643,-0.45619503,-0.21299113,-1.5041931
1.0,1.0,-0.83186764,0.39353892,1.0546367,-0.83337843
1.0,1.0,-0.08557565,-0.20508695,0.9939105,0.5562104
0.0,1.0,-0.3770365,0.8101538,-1.8303366,-1.9211915
0.0,1.0,-1.1161964,0.41776142,-1.6496384,-0.51504606
0.0,1.0,0.037658438,-0.2932177,-0.01118706,0.6614029
0.0,1.0,-2.4347668,-0.43523887,-1.1982857,0.87733096
0.0,1.0,-0.41494405,0.18901506,-1.7212834,-0.81924385
0.0,1.0,-0.36965,-0.50110525,0.5416612,1.4679736
1.0,1.0,1.4561605,1.121987,-0.1436997,-0.15933159
0.0,1.0,-0.0110756485,-1.4934434,-1.3000672,0.94936806
0.0,1.0,-0.7553063,0.5384949,-1.0605155,0.072146274
1.0,1.0,2.8524399,-0.44401225,0.4254595,1.3463141
1.0,1.0,0.3965126,1.7655183,-0.5946941,-1.4317328
1.0,1.0,-0.0017160098,1.5309591,0.22609606,0.79220307
0.0,1.0,-0.5911959,-1.9161774,0.14517081,2.7161183
0.0,1.0,1.32619,-0.5683738,-1.0564054,0.15190643
0.0,1.0,0.65455294,-0.740799,-1.497411,-1.3361996
1.0,1.0,2.187552,-1.3585831,2.441658,0.36945862
1.0,1.0,0.49107575,0.3581485,0.5320192,0.0038477967
1.0,1.0,0.62737435,0.18184789,-0.26455817,0.87143713
0.0,1.0,-1.105561,0.27698725,0.37641415,0.14472783
1.0,1.0,1.142047,1.2925811,0.3147711,0.5507923
0.0,1.0,1.1948894,-0.06031268,-0.3869414,-0.47430626
0.0,1.0,-0.024778955,0.1058727,1.1509265,-0.9995267
0.0,1.0,1.5934767,-0.66963863,-0.41142946,-0.3011599
1.0,1.0,0.41115552,0.015908008,-1.1183978,0.43613017
1.0,1.0,0.2318807,1.3438883,1.3411537,0.47111976
0.0,1.0,-1.3951802,0.4840247,-0.24267419,-1.2061195
1.0,1.0,-0.44726932,0.95797217,-0.42034847,1.6345958
0.0,1.0,-1.6125181,-0.08147889,0.75553244,0.44899037
0.0,1.0,-0.477414,-0.77623117,0.037459515,0.61892736
0.0,1.0,0.0029867718,0.17922838,-0.8117224,-0.19166839
1.0,1.0,0.45009848,-0.37403944,-0.17157847,-0.1659023
0.0,1.0,0.059694167,-0.82131207,0.4536202,-1.2397152
0.0,1.0,-0.5447075,-0.17712933,0.43028986,1.8284878
0.0,1.0,1.9315025,-1.7674568,-0.46717575,0.5453028
1.0,1.0,-1.012945,0.6723432,2.1115248,0.78027314
0.0,1.0,-0.25945827,-0.776859,-1.9973103,0.83947766
1.0,1.0,0.08479072,1.1384164,0.5900249,-0.88352174
1.0,1.0,-0.7349474,-1.2069826,-0.48195595,0.90767765
1.0,1.0,0.8066441,1.3063031,-1.0142021,0.58899045
0.0,1.0,-0.35185665,0.2890086,-0.93323565,-1.0068742
0.0,1.0,-0.5872508,-0.9446905,2.427737,-2.0377157
1.0,1.0,0.9518891,-0.94172806,0.88734066,0.28572917
1.0,1.0,0.98662484,0.46047613,0.674015,-0.19439664
1.0,1.0,-0.1492609,0.76475257,-0.5902466,0.05914717
